Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost
SO11286,4/25/2020,April,In-Store,USD,Adam Hernandez,Northeast,Bakersfield,California,Cocktail Glasses,Drinkware,6,190.01,135.72
SO11287,2/11/2020,February,In-Store,USD,Jerry Green,West,Brownsville,Texas,Candleholders,Decoratives,7,457.38,326.70
SO11288,4/1/2020,April,Wholesale,USD,George Lewis,West,Baton Rouge,Louisiana,Bean Bags,Furniture,9,484.42,346.01
SO11289,4/17/2020,April,Distributor,USD,Donald Reynolds,South,Arlington,Texas,Vases,Decoratives,9,264.33,188.81
SO11290,1/9/2020,January,Distributor,USD,Chris Armstrong,Northeast,Oyster Bay,New York,Candleholders,Decoratives,7,308.22,220.16
SO11291,1/28/2020,January,In-Store,USD,Joshua Bennett,Northeast,Plano,Texas,Bean Bags,Furniture,9,616.61,440.44
SO11292,4/17/2020,April,Wholesale,USD,Samuel Fowler,Midwest,West Covina,California,Table Lamps,Lighting,3,594.45,424.61
SO11293,1/23/2020,January,Online,USD,Chris Armstrong,Northeast,Gainesville,Florida,Candleholders,Decoratives,10,300.32,214.51
SO11294,4/14/2020,April,Wholesale,USD,Patrick Graham,South,Providence,Rhode Island,Candles,Lighting,5,229.25,163.75
SO11295,4/7/2020,April,Online,USD,George Lewis,West,Tallahassee,Florida,Photo Frames,Decoratives,5,390.81,279.15
SO11296,3/15/2020,March,In-Store,USD,Joshua Ryan,Midwest,Irvine,California,Basketball,Sports,7,280.24,200.17
SO11297,3/19/2020,March,Online,USD,Shawn Wallace,South,Torrance,California,Wall Coverings,Decoratives,3,334.99,239.28
SO11298,4/15/2020,April,Online,USD,Shawn Cook,Midwest,Akron,Ohio,Table Lamps,Lighting,9,469.29,335.21
SO11299,4/3/2020,April,Wholesale,USD,Keith Griffin,Northeast,Philadelphia,Pennsylvania,Wall Frames,Decoratives,9,266.70,190.50
SO11300,5/20/2020,May,Wholesale,USD,Joshua Little,South,Temecula,California,Floral,Decoratives,1,492.71,351.93
SO11301,3/10/2020,March,Distributor,USD,Frank Brown,Northeast,Virginia Beach,Virginia,Bar Tools,Drinkware,9,302.45,216.04
SO11302,3/2/2020,March,In-Store,USD,Stephen Payne,South,Durham,North Carolina,Photo Frames,Decoratives,7,380.62,271.87
SO11303,1/20/2020,January,Online,USD,Adam Hernandez,Northeast,Oakland,California,Candleholders,Decoratives,7,214.84,153.46
SO11304,4/14/2020,April,In-Store,USD,Joshua Ryan,Midwest,Cambridge,Massachusetts,Festive,Decoratives,9,224.23,160.17
SO11305,3/14/2020,March,Distributor,USD,Paul Holmes,Midwest,East Los Angeles,California,Wreaths,Decoratives,4,501.31,358.08
SO11306,4/1/2020,April,Distributor,USD,Roger Alexander,Midwest,Palmdale,California,Ornaments,Decoratives,6,225.98,161.41
SO11307,5/17/2020,May,Online,USD,Donald Reynolds,South,Colorado Springs,Colorado,Bar Tools,Drinkware,1,480.24,343.03
SO11308,3/9/2020,March,Wholesale,USD,Anthony Berry,West,Macon,Georgia,Wardrobes,Furniture,9,649.82,464.15
SO11309,1/26/2020,January,Online,USD,Roger Alexander,Midwest,Atlanta,Georgia,TV and video,Electronics,9,193.42,138.15
SO11310,5/18/2020,May,Distributor,USD,Keith Griffin,Northeast,Pasadena,California,Wreaths,Decoratives,6,372.35,265.96
SO11311,1/25/2020,January,Distributor,USD,Joe Price,Northeast,Rochester,New York,Serveware,Kitchenery,10,494.31,353.08
SO11312,2/26/2020,February,Online,USD,George Lewis,West,Las Vegas,Nevada,Table Lamps,Lighting,10,375.34,268.10
SO11313,3/28/2020,March,Distributor,USD,Jerry Green,West,Rockford (Township),Illinois,Dinnerware,Kitchenery,5,335.92,239.94
SO11314,3/4/2020,March,Distributor,USD,Donald Reynolds,South,Salinas,California,Platters,Kitchenery,6,609.86,435.62
SO11315,4/15/2020,April,Online,USD,Shawn Wallace,South,Tempe,Arizona,Floral,Decoratives,6,416.93,297.81
SO11316,5/13/2020,May,Wholesale,USD,Douglas Tucker,Midwest,Newport News,Virginia,Blankets,Beddings,7,330.18,235.85
SO11317,5/31/2020,May,Distributor,USD,Shawn Cook,Midwest,Des Moines,Iowa,Furniture Cushions,Furniture,1,426.50,304.64
SO11318,3/28/2020,March,In-Store,USD,Joshua Bennett,Northeast,Athens,Georgia,Bar Tools,Drinkware,6,598.04,427.17
SO11319,2/1/2020,February,Distributor,USD,Joshua Bennett,Northeast,Rochester,New York,Audio,Electronics,2,298.90,213.50
SO11320,4/11/2020,April,In-Store,USD,Stephen Payne,South,Arvada,Colorado,Wine Storage,Drinkware,4,268.04,191.45
SO11321,5/14/2020,May,Wholesale,USD,Adam Hernandez,Northeast,Wilmington,North Carolina,Dinnerware,Kitchenery,10,483.90,345.65
SO11322,2/21/2020,February,Distributor,USD,Jerry Green,West,Manchester,New Hampshire,Floor Lamps,Lighting,4,437.20,312.28
SO11323,5/13/2020,May,Wholesale,USD,Chris Armstrong,Northeast,Roseville,California,Vases,Decoratives,3,371.55,265.39
SO11324,1/1/2020,January,In-Store,USD,Joshua Kenedy,West,Port St. Lucie,Florida,Bean Bags,Furniture,4,402.97,287.84
SO11325,1/10/2020,January,Online,USD,Jonathan Hawkins,West,Lakewood,Colorado,Bedroom Furniture,Furniture,6,648.70,463.36
SO11326,3/26/2020,March,In-Store,USD,Chris Armstrong,Northeast,East Los Angeles,California,Outdoor Decor,Decoratives,3,363.20,259.43
SO11327,2/4/2020,February,In-Store,USD,Stephen Payne,South,Visalia,California,Candles,Lighting,3,459.62,328.30
SO11328,1/27/2020,January,Online,USD,Joshua Ryan,Midwest,Milton,Illinois,Serveware,Kitchenery,8,164.80,117.72
SO11329,1/25/2020,January,Distributor,USD,Frank Brown,Northeast,Maine,Illinois,Audio,Electronics,7,408.31,291.65
SO11330,4/6/2020,April,Online,USD,Carl Nguyen,Midwest,Wheeling (Township),Illinois,Phones,Electronics,6,567.36,405.26
SO11331,1/20/2020,January,Wholesale,USD,Keith Griffin,Northeast,Niles (Township),Illinois,Sculptures,Decoratives,3,521.45,372.46
SO11332,2/19/2020,February,Wholesale,USD,Anthony Berry,West,Hempstead (Town),New York,Clocks,Accessories,8,586.62,419.01
SO11333,2/23/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Fullerton,California,Mirrors,Accessories,9,452.23,323.02
SO11334,2/26/2020,February,Online,USD,Shawn Wallace,South,Savannah,Georgia,Collectibles,Collections,4,640.70,457.65
SO11335,2/2/2020,February,Online,USD,Joe Price,Northeast,Miami,Florida,Bean Bags,Furniture,7,312.30,223.07
SO11336,3/6/2020,March,Wholesale,USD,Chris Armstrong,Northeast,Peoria City,Illinois,Pillows,Beddings,1,304.65,217.61
SO11337,2/12/2020,February,In-Store,USD,Jonathan Hawkins,West,McAllen,Texas,Bakeware,Kitchenery,9,644.62,460.44
SO11338,1/26/2020,January,Online,USD,Stephen Payne,South,Oceanside,California,Collectibles,Collections,1,646.37,461.69
SO11339,2/27/2020,February,Wholesale,USD,Todd Roberts,West,Salt Lake City,Utah,Floral,Decoratives,7,175.07,125.05
SO11340,3/25/2020,March,Online,USD,Douglas Tucker,Midwest,Orlando,Florida,Audio,Electronics,9,200.32,143.09
SO11341,2/9/2020,February,In-Store,USD,Carl Nguyen,Midwest,Bloomingdale (Township),Illinois,Dinnerware,Kitchenery,5,626.99,447.85
SO11342,2/23/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Bridgeport (Town),Connecticut,Blankets,Beddings,5,313.35,223.82
SO11343,4/11/2020,April,Online,USD,Nicholas Cunningham,South,Las Vegas,Nevada,Table Linens,Decoratives,1,453.10,323.64
SO11344,3/4/2020,March,Online,USD,Joshua Little,South,Pasadena,Texas,Bar Tools,Drinkware,5,151.59,108.28
SO11345,4/25/2020,April,Distributor,USD,Joshua Ryan,Midwest,High Point,North Carolina,Cocktail Glasses,Drinkware,3,546.29,390.21
SO11346,5/12/2020,May,Online,USD,Anthony Berry,West,Santa Ana,California,Wall Frames,Decoratives,3,359.40,256.71
SO11347,2/18/2020,February,Online,USD,Chris Armstrong,Northeast,Naperville (Township),Illinois,Sculptures,Decoratives,4,527.41,376.72
SO11348,1/15/2020,January,Wholesale,USD,Douglas Tucker,Midwest,Waterbury,Connecticut,Bar Tools,Drinkware,3,418.53,298.95
SO11349,1/11/2020,January,Online,USD,Joshua Bennett,Northeast,Jackson,Mississippi,Dining Furniture,Furniture,10,405.10,289.36
SO11350,1/23/2020,January,Wholesale,USD,Joshua Little,South,Phoenix,Arizona,Bakeware,Kitchenery,5,432.29,308.78
SO11351,1/16/2020,January,Wholesale,USD,Joshua Little,South,Pasadena,Texas,Platters,Kitchenery,2,484.01,345.72
SO11352,1/14/2020,January,Online,USD,Roy Rice,Midwest,Palm Bay,Florida,Home Fragrances,Decoratives,3,649.16,463.69
SO11353,2/11/2020,February,Wholesale,USD,Shawn Wallace,South,Niles (Township),Illinois,Photo Frames,Decoratives,8,539.21,385.15
SO11354,2/8/2020,February,Online,USD,Todd Roberts,West,Eugene,Oregon,Audio,Electronics,9,182.24,130.17
SO11355,5/18/2020,May,In-Store,USD,Adam Hernandez,Northeast,East Los Angeles,California,Table Linens,Decoratives,7,401.58,286.84
SO11356,3/25/2020,March,Distributor,USD,Donald Reynolds,South,Philadelphia,Pennsylvania,Serveware,Kitchenery,8,513.49,366.78
SO11357,3/8/2020,March,In-Store,USD,Patrick Graham,South,Evansville,Indiana,Sculptures,Decoratives,3,216.36,154.54
SO11358,2/9/2020,February,Wholesale,USD,Joshua Little,South,Staten Island,New York,TV and video,Electronics,1,459.60,328.28
SO11359,3/26/2020,March,Distributor,USD,Donald Reynolds,South,Riverside,California,Dining Furniture,Furniture,4,265.34,189.53
SO11360,5/8/2020,May,Online,USD,Joe Price,Northeast,Clarksville,Tennessee,Furniture Cushions,Furniture,10,462.91,330.65
SO11361,1/18/2020,January,Distributor,USD,Joshua Ryan,Midwest,Tulsa,Oklahoma,Bean Bags,Furniture,1,368.24,263.03
SO11362,5/18/2020,May,Wholesale,USD,Joshua Kenedy,West,Huntington Beach,California,Floor Lamps,Lighting,7,629.83,449.88
SO11363,5/16/2020,May,Wholesale,USD,Donald Reynolds,South,Woodbridge (Township),New Jersey,Wall Coverings,Decoratives,6,507.23,362.31
SO11364,2/7/2020,February,Distributor,USD,Joshua Ryan,Midwest,Gresham,Oregon,Bedroom Furniture,Furniture,2,610.69,436.21
SO11365,5/24/2020,May,In-Store,USD,Douglas Tucker,Midwest,Syracuse,New York,Wreaths,Decoratives,2,435.79,311.28
SO11366,3/16/2020,March,Online,USD,Roger Alexander,Midwest,Grand Prairie,Texas,Bedroom Furniture,Furniture,4,522.72,373.37
SO11367,1/14/2020,January,Wholesale,USD,Anthony Berry,West,Fargo,North Dakota,Vanities,Collections,10,166.24,118.74
SO11368,1/6/2020,January,Wholesale,USD,Joshua Ryan,Midwest,New Haven,Connecticut,Bar Tools,Drinkware,3,238.90,170.64
SO11369,4/20/2020,April,In-Store,USD,George Lewis,West,San Bernardino,California,Floor Lamps,Lighting,7,349.68,249.77
SO11370,1/2/2020,January,Distributor,USD,Douglas Tucker,Midwest,Renton,Washington,Computers,Electronics,1,502.78,359.13
SO11371,2/9/2020,February,Online,USD,Keith Griffin,Northeast,Orlando,Florida,Rugs,Decoratives,2,184.11,131.51
SO11372,4/15/2020,April,Wholesale,USD,Joshua Bennett,Northeast,Davenport,Iowa,Mirrors,Accessories,10,436.39,311.71
SO11373,3/22/2020,March,In-Store,USD,Jonathan Hawkins,West,Lisle (Township),Illinois,Candleholders,Decoratives,9,632.11,451.50
SO11374,3/18/2020,March,Online,USD,Joe Price,Northeast,Paradise,Nevada,Vanities,Collections,3,162.00,115.71
SO11375,2/8/2020,February,In-Store,USD,Douglas Tucker,Midwest,Peoria,Arizona,Pillows,Beddings,8,313.19,223.70
SO11376,3/11/2020,March,Wholesale,USD,Keith Griffin,Northeast,San Diego,California,Basketball,Sports,2,349.21,249.44
SO11377,2/1/2020,February,Online,USD,Joshua Bennett,Northeast,Frisco,Texas,Candleholders,Decoratives,10,619.79,442.71
SO11378,4/30/2020,April,Distributor,USD,Carl Nguyen,Midwest,Denver,Colorado,Table Lamps,Lighting,6,644.79,460.56
SO11379,4/25/2020,April,Distributor,USD,Adam Hernandez,Northeast,Huntsville,Alabama,Outdoor Furniture,Furniture,7,157.56,112.54
SO11380,1/16/2020,January,Distributor,USD,Nicholas Cunningham,South,York,Illinois,Accessories,Accessories,8,570.12,407.23
SO11381,1/7/2020,January,Wholesale,USD,Patrick Graham,South,Louisville,Kentucky,Clocks,Accessories,5,319.24,228.03
SO11382,2/10/2020,February,Wholesale,USD,Todd Roberts,West,Gresham,Oregon,TV and video,Electronics,10,585.17,417.98
SO11383,4/5/2020,April,Distributor,USD,Joshua Little,South,Chandler,Arizona,Vases,Decoratives,5,339.48,242.48
SO11384,5/15/2020,May,Online,USD,Roger Alexander,Midwest,Midland,Texas,Bar Tools,Drinkware,7,641.45,458.18
SO11385,4/26/2020,April,Distributor,USD,Joe Price,Northeast,San Francisco,California,Dining Furniture,Furniture,5,383.28,273.77
SO11386,1/14/2020,January,In-Store,USD,Roger Alexander,Midwest,Savannah,Georgia,Vanities,Collections,4,185.23,132.31
SO11387,3/6/2020,March,Online,USD,Keith Griffin,Northeast,Tulsa,Oklahoma,Bakeware,Kitchenery,2,283.97,202.83
SO11388,5/17/2020,May,Distributor,USD,Adam Hernandez,Northeast,Fontana,California,Dinnerware,Kitchenery,2,190.17,135.83
SO11389,4/17/2020,April,Distributor,USD,Jonathan Hawkins,West,Bremen,Illinois,Rugs,Decoratives,5,208.81,149.15
SO11390,3/28/2020,March,In-Store,USD,Anthony Berry,West,Sterling Heights,Michigan,Wardrobes,Furniture,6,408.85,292.04
SO11391,2/17/2020,February,Distributor,USD,Jonathan Hawkins,West,Nashville,Tennessee,Collectibles,Collections,6,637.74,455.53
SO11392,3/20/2020,March,Distributor,USD,Douglas Tucker,Midwest,Lakewood,Colorado,Ornaments,Decoratives,3,188.21,134.44
SO11393,2/12/2020,February,Distributor,USD,Frank Brown,Northeast,Norwalk,California,Baseball,Sports,2,167.82,119.87
SO11394,5/2/2020,May,In-Store,USD,Carl Nguyen,Midwest,Richardson,Texas,Audio,Electronics,5,296.62,211.87
SO11395,1/10/2020,January,Online,USD,Patrick Graham,South,Rochester,Minnesota,Vases,Decoratives,9,302.32,215.94
SO11396,2/3/2020,February,In-Store,USD,Chris Armstrong,Northeast,Virginia Beach,Virginia,Wardrobes,Furniture,7,330.08,235.77
SO11397,4/9/2020,April,Distributor,USD,George Lewis,West,Brandon,Florida,Vases,Decoratives,3,456.65,326.18
SO11398,3/25/2020,March,In-Store,USD,Nicholas Cunningham,South,College Station,Texas,Outdoor Furniture,Furniture,4,418.06,298.62
SO11399,3/5/2020,March,Wholesale,USD,Donald Reynolds,South,Huntington,New York,Floor Lamps,Lighting,5,606.43,433.17
SO11400,3/22/2020,March,In-Store,USD,Donald Reynolds,South,Downey,California,Basketball,Sports,5,543.64,388.31
SO11401,4/23/2020,April,In-Store,USD,Stephen Payne,South,Beaumont,Texas,Cocktail Glasses,Drinkware,6,571.52,408.23
SO11402,3/3/2020,March,Distributor,USD,Roy Rice,Midwest,Wichita Falls,Texas,Bakeware,Kitchenery,7,437.09,312.21
SO11403,4/16/2020,April,Distributor,USD,Joe Price,Northeast,High Point,North Carolina,Platters,Kitchenery,10,585.67,418.34
SO11404,2/27/2020,February,Wholesale,USD,Chris Armstrong,Northeast,Costa Mesa,California,Dining Furniture,Furniture,8,622.20,444.43
SO11405,2/29/2020,February,Distributor,USD,Samuel Fowler,Midwest,Dallas,Texas,Wine Storage,Drinkware,5,412.28,294.49
SO11406,1/27/2020,January,Online,USD,Donald Reynolds,South,Rancho Cucamonga,California,Home Fragrances,Decoratives,7,309.71,221.22
SO11407,3/29/2020,March,Online,USD,Roy Rice,Midwest,Capital,Illinois,Furniture Cushions,Furniture,9,403.34,288.10
SO11408,3/22/2020,March,Wholesale,USD,George Lewis,West,Cambridge,Massachusetts,Pillows,Beddings,10,482.87,344.90
SO11409,5/3/2020,May,In-Store,USD,Frank Brown,Northeast,Elk Grove,California,TV and video,Electronics,4,509.45,363.89
SO11410,3/13/2020,March,Wholesale,USD,Joe Price,Northeast,Greensboro,North Carolina,Outdoor Decor,Decoratives,8,604.94,432.10
SO11411,1/29/2020,January,Wholesale,USD,Anthony Berry,West,Beaumont,Texas,Pendants,Collections,6,387.66,276.90
SO11412,3/4/2020,March,Distributor,USD,Douglas Tucker,Midwest,Berkeley,California,Sculptures,Decoratives,7,550.10,392.93
SO11413,2/19/2020,February,Wholesale,USD,Roy Rice,Midwest,Warren,Michigan,Outdoor Furniture,Furniture,10,372.45,266.04
SO11414,4/17/2020,April,Wholesale,USD,Jerry Green,West,Elgin,Illinois,Pillows,Beddings,10,446.08,318.63
SO11415,3/6/2020,March,Online,USD,Joe Price,Northeast,Buffalo,New York,Mirrors,Accessories,8,194.09,138.63
SO11416,1/16/2020,January,In-Store,USD,Stephen Payne,South,Tyler,Texas,Festive,Decoratives,7,260.55,186.11
SO11417,2/12/2020,February,Wholesale,USD,Joshua Little,South,Cincinnati,Ohio,Outdoor Decor,Decoratives,7,470.14,335.82
SO11418,1/21/2020,January,Distributor,USD,Frank Brown,Northeast,Toledo,Ohio,Basketball,Sports,2,587.10,419.36
SO11419,3/31/2020,March,Online,USD,Joshua Little,South,Joliet,Illinois,Bar Tools,Drinkware,10,598.01,427.15
SO11420,3/27/2020,March,In-Store,USD,Carl Nguyen,Midwest,Toledo,Ohio,Pendants,Collections,10,200.14,142.96
SO11421,2/9/2020,February,Distributor,USD,Patrick Graham,South,Joliet,Illinois,Outdoor Decor,Decoratives,7,328.59,234.71
SO11422,2/12/2020,February,Distributor,USD,Todd Roberts,West,Macon,Georgia,Outdoor Furniture,Furniture,6,602.37,430.26
SO11423,1/21/2020,January,In-Store,USD,Donald Reynolds,South,Grand Prairie,Texas,Audio,Electronics,5,402.60,287.57
SO11424,2/7/2020,February,Distributor,USD,Paul Holmes,Midwest,Knoxville,Tennessee,Clocks,Accessories,8,358.38,255.98
SO11425,3/25/2020,March,Online,USD,Todd Roberts,West,Elgin (Township),Illinois,Rugs,Decoratives,2,261.07,186.48
SO11426,3/31/2020,March,Distributor,USD,Joe Price,Northeast,San Bernardino,California,Bar Tools,Drinkware,4,209.62,149.73
SO11427,4/28/2020,April,Distributor,USD,Chris Armstrong,Northeast,Savannah,Georgia,Dining Furniture,Furniture,4,486.00,347.14
SO11428,4/26/2020,April,Online,USD,Roger Alexander,Midwest,Salem,Oregon,Wreaths,Decoratives,9,511.94,365.67
SO11429,5/11/2020,May,Distributor,USD,Chris Armstrong,Northeast,San Mateo,California,Audio,Electronics,5,217.34,155.24
SO11430,2/19/2020,February,Online,USD,Joe Price,Northeast,Glendale,California,Accessories,Accessories,3,217.15,155.11
SO11431,5/10/2020,May,Wholesale,USD,Anthony Berry,West,Santa Maria,California,Floor Lamps,Lighting,6,458.66,327.61
SO11432,5/26/2020,May,In-Store,USD,Keith Griffin,Northeast,Brownsville,Texas,Bean Bags,Furniture,7,232.53,166.09
SO11433,2/4/2020,February,Online,USD,Patrick Graham,South,Portland,Oregon,Blankets,Beddings,6,261.16,186.54
SO11434,4/10/2020,April,Wholesale,USD,Anthony Berry,West,Stamford (Town),Connecticut,Pendants,Collections,3,590.23,421.59
SO11435,5/12/2020,May,Wholesale,USD,Donald Reynolds,South,Chesapeake,Virginia,Bar Tools,Drinkware,1,456.01,325.72
SO11436,1/24/2020,January,Wholesale,USD,Stephen Payne,South,Laredo,Texas,Vanities,Collections,7,522.89,373.49
SO11437,2/5/2020,February,Online,USD,Chris Armstrong,Northeast,East Los Angeles,California,Sculptures,Decoratives,8,171.05,122.18
SO11438,1/19/2020,January,Online,USD,Joshua Kenedy,West,Wheeling (Township),Illinois,Wall Coverings,Decoratives,5,646.88,462.06
SO11439,2/16/2020,February,Wholesale,USD,Todd Roberts,West,Wayne,Indiana,Wall Coverings,Decoratives,10,551.36,393.83
SO11440,4/11/2020,April,Online,USD,Keith Griffin,Northeast,Chula Vista,California,Cocktail Glasses,Drinkware,10,568.20,405.86
SO11441,3/16/2020,March,Online,USD,Anthony Berry,West,Roseville,California,Vases,Decoratives,5,168.30,120.22
SO11442,1/30/2020,January,Online,USD,Adam Hernandez,Northeast,Kansas City,Missouri,Bedroom Furniture,Furniture,2,380.77,271.98
SO11443,4/22/2020,April,Wholesale,USD,Patrick Graham,South,Moreno Valley,California,Audio,Electronics,2,294.00,210.00
SO11444,3/29/2020,March,Online,USD,Patrick Graham,South,Washington,Indiana,Vanities,Collections,6,624.63,446.16
SO11445,2/19/2020,February,Wholesale,USD,Todd Roberts,West,Richmond,California,Mirrors,Accessories,8,267.26,190.90
SO11446,2/8/2020,February,Wholesale,USD,Chris Armstrong,Northeast,Rochester,New York,Outdoor Furniture,Furniture,2,406.44,290.31
SO11447,1/26/2020,January,In-Store,USD,Joshua Ryan,Midwest,Edison,New Jersey,Stemware,Drinkware,5,376.62,269.02
SO11448,4/24/2020,April,Wholesale,USD,Joshua Kenedy,West,Peoria,Illinois,Bar Tools,Drinkware,2,524.13,374.38
SO11449,4/17/2020,April,Wholesale,USD,Joshua Ryan,Midwest,Chula Vista,California,Mirrors,Accessories,5,251.83,179.88
SO11450,4/9/2020,April,Distributor,USD,Patrick Graham,South,San Diego,California,Cocktail Glasses,Drinkware,7,526.74,376.24
SO11451,3/25/2020,March,Distributor,USD,Stephen Payne,South,Santa Maria,California,Outdoor Furniture,Furniture,2,419.97,299.98
SO11452,1/14/2020,January,Online,USD,Nicholas Cunningham,South,Spring Hill,Florida,Photo Frames,Decoratives,8,308.58,220.42
SO11453,3/16/2020,March,In-Store,USD,Jerry Green,West,Hampton,Virginia,Sculptures,Decoratives,1,278.23,198.74
SO11454,1/25/2020,January,Wholesale,USD,Samuel Fowler,Midwest,San Antonio,Texas,Collectibles,Collections,9,429.56,306.83
SO11455,4/12/2020,April,Online,USD,Carl Nguyen,Midwest,Chesapeake,Virginia,Stemware,Drinkware,8,389.71,278.36
SO11456,1/8/2020,January,Wholesale,USD,Joshua Kenedy,West,Washington,Indiana,Pillows,Beddings,6,488.05,348.61
SO11457,5/11/2020,May,Distributor,USD,Joshua Kenedy,West,Shreveport,Louisiana,Table Linens,Decoratives,7,601.03,429.31
SO11458,3/27/2020,March,Distributor,USD,Stephen Payne,South,San Francisco,California,Basketball,Sports,6,509.75,364.11
